"subject","quantity","value","tolerance","passes","note"
"subj2","native_region_ledger_sum: animate-inanimate",24.1550792344686,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj2","region_ledger_vs_whole_vt",8.5265128291212e-14,1e-10,TRUE,"max over queries of sum_x region_x - whole_VT_total: the tie back to 09"
"subj2","transport_budget_preservation",1.47079363487696e-16,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"subj2","transport_executor_agreement",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response for it|. Exact by construction (both sides query before transporting), so it pins the executor's plumbing and is NOT the commutation claim; that is commutation_claim3"
"subj2","density_nonconservation_relative",0.989588809118641,NA,NA,"max relative gap between the density column sum and the native total. Arithmetic, not a law: dividing each column by its territory size misses the total by about 1 - 1/(mean territory size). Recorded because contract 1.3 says a density conserves nothing"
"subj2","transport_node_sum_plus_sink",3.5527136788005e-15,1e-12,TRUE,"max over queries of sum over group nodes and sink minus the transported total"
"subj2","transport_sink_budget",0,1e-12,TRUE,"sink budget in budget units; exactly zero because the region map has full coverage"
"subj2","transport_sink_territory",0,1e-12,TRUE,"unmapped native territory, a property of P alone (contract 7.5); zero at region level"
"subj2","subject_transported_value: face-territory: face-house",1.19996592100534,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj2","subject_transported_value: house-territory: face-house",29.0058328024622,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj2","subject_transported_value: other-VT: face-house",53.1970543510616,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj2","subject_transported_value: face-territory: animate-inanimate",2.42328265251217,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj2","subject_transported_value: house-territory: animate-inanimate",3.42069488182686,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj2","subject_transported_value: other-VT: animate-inanimate",18.3111017001296,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","vt_voxels_analyzed",307,NA,NA,"domain features: mask4_vt voxels that vary in every run (09's domain)"
"subj3","native_region_voxels: face-territory",2,NA,NA,"voxels in this subject's face-territory; a native node exists only when this is > 0"
"subj3","native_region_voxels: house-territory",117,NA,NA,"voxels in this subject's house-territory; a native node exists only when this is > 0"
"subj3","native_region_voxels: other-VT",188,NA,NA,"voxels in this subject's other-VT; a native node exists only when this is > 0"
"subj3","native_nodes",3,NA,NA,"region rows in the conservative frame = rows of this subject's transport"
"subj3","roi_overlap_voxels",0,NA,NA,"voxels in both mask8_face_vt and mask8_house_vt; assigned to face-territory (09's convention)"
"subj3","n_runs",12,NA,NA,"runs contributing a full eight-condition mean matrix"
"subj3","n_run_pairs",66,NA,NA,"unordered run pairs the crossvalidated estimate averages over, choose(runs, 2)"
"subj3","frame_column_mass_max_deviation",0,1e-10,TRUE,"max |sum_x w_xv - 1| over voxels: the three territories partition VT exactly once"
"subj3","whole_vt_total: face-house",211.305453982,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj3","native_region_ledger_sum: face-house",211.305453982,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj3","whole_vt_total: animate-inanimate",45.653066743602,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj3","native_region_ledger_sum: animate-inanimate",45.653066743602,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj3","region_ledger_vs_whole_vt",1.13686837721616e-13,1e-10,TRUE,"max over queries of sum_x region_x - whole_VT_total: the tie back to 09"
"subj3","transport_budget_preservation",1.34505328162638e-16,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"subj3","transport_executor_agreement",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response for it|. Exact by construction (both sides query before transporting), so it pins the executor's plumbing and is NOT the commutation claim; that is commutation_claim3"
"subj3","density_nonconservation_relative",0.989935737511103,NA,NA,"max relative gap between the density column sum and the native total. Arithmetic, not a law: dividing each column by its territory size misses the total by about 1 - 1/(mean territory size). Recorded because contract 1.3 says a density conserves nothing"
"subj3","transport_node_sum_plus_sink",2.8421709430404e-14,1e-12,TRUE,"max over queries of sum over group nodes and sink minus the transported total"
"subj3","transport_sink_budget",0,1e-12,TRUE,"sink budget in budget units; exactly zero because the region map has full coverage"
"subj3","transport_sink_territory",0,1e-12,TRUE,"unmapped native territory, a property of P alone (contract 7.5); zero at region level"
"subj3","subject_transported_value: face-territory: face-house",0.888820877381995,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","subject_transported_value: house-territory: face-house",174.414557404588,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","subject_transported_value: other-VT: face-house",36.00207570003,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","subject_transported_value: face-territory: animate-inanimate",0.486986516757692,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","subject_transported_value: house-territory: animate-inanimate",31.420360237187,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj3","subject_transported_value: other-VT: animate-inanimate",13.7457199896573,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","vt_voxels_analyzed",675,NA,NA,"domain features: mask4_vt voxels that vary in every run (09's domain)"
"subj4","native_region_voxels: face-territory",38,NA,NA,"voxels in this subject's face-territory; a native node exists only when this is > 0"
"subj4","native_region_voxels: house-territory",148,NA,NA,"voxels in this subject's house-territory; a native node exists only when this is > 0"
"subj4","native_region_voxels: other-VT",489,NA,NA,"voxels in this subject's other-VT; a native node exists only when this is > 0"
"subj4","native_nodes",3,NA,NA,"region rows in the conservative frame = rows of this subject's transport"
"subj4","roi_overlap_voxels",0,NA,NA,"voxels in both mask8_face_vt and mask8_house_vt; assigned to face-territory (09's convention)"
"subj4","n_runs",12,NA,NA,"runs contributing a full eight-condition mean matrix"
"subj4","n_run_pairs",66,NA,NA,"unordered run pairs the crossvalidated estimate averages over, choose(runs, 2)"
"subj4","frame_column_mass_max_deviation",0,1e-10,TRUE,"max |sum_x w_xv - 1| over voxels: the three territories partition VT exactly once"
"subj4","whole_vt_total: face-house",203.620410146515,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj4","native_region_ledger_sum: face-house",203.620410146515,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj4","whole_vt_total: animate-inanimate",37.3156396652358,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj4","native_region_ledger_sum: animate-inanimate",37.3156396652358,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj4","region_ledger_vs_whole_vt",8.5265128291212e-14,1e-10,TRUE,"max over queries of sum_x region_x - whole_VT_total: the tie back to 09"
"subj4","transport_budget_preservation",0,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"subj4","transport_executor_agreement",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response for it|. Exact by construction (both sides query before transporting), so it pins the executor's plumbing and is NOT the commutation claim; that is commutation_claim3"
"subj4","density_nonconservation_relative",0.993299618272161,NA,NA,"max relative gap between the density column sum and the native total. Arithmetic, not a law: dividing each column by its territory size misses the total by about 1 - 1/(mean territory size). Recorded because contract 1.3 says a density conserves nothing"
"subj4","transport_node_sum_plus_sink",0,1e-12,TRUE,"max over queries of sum over group nodes and sink minus the transported total"
"subj4","transport_sink_budget",0,1e-12,TRUE,"sink budget in budget units; exactly zero because the region map has full coverage"
"subj4","transport_sink_territory",0,1e-12,TRUE,"unmapped native territory, a property of P alone (contract 7.5); zero at region level"
"subj4","subject_transported_value: face-territory: face-house",18.0165035504023,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","subject_transported_value: house-territory: face-house",108.379270846945,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","subject_transported_value: other-VT: face-house",77.2246357491677,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","subject_transported_value: face-territory: animate-inanimate",8.8717319949664,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","subject_transported_value: house-territory: animate-inanimate",10.8788622959925,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj4","subject_transported_value: other-VT: animate-inanimate",17.5650453742769,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","vt_voxels_analyzed",422,NA,NA,"domain features: mask4_vt voxels that vary in every run (09's domain)"
"subj5","native_region_voxels: face-territory",41,NA,NA,"voxels in this subject's face-territory; a native node exists only when this is > 0"
"subj5","native_region_voxels: house-territory",51,NA,NA,"voxels in this subject's house-territory; a native node exists only when this is > 0"
"subj5","native_region_voxels: other-VT",330,NA,NA,"voxels in this subject's other-VT; a native node exists only when this is > 0"
"subj5","native_nodes",3,NA,NA,"region rows in the conservative frame = rows of this subject's transport"
"subj5","roi_overlap_voxels",0,NA,NA,"voxels in both mask8_face_vt and mask8_house_vt; assigned to face-territory (09's convention)"
"subj5","n_runs",11,NA,NA,"runs contributing a full eight-condition mean matrix"
"subj5","n_run_pairs",55,NA,NA,"unordered run pairs the crossvalidated estimate averages over, choose(runs, 2)"
"subj5","frame_column_mass_max_deviation",0,1e-10,TRUE,"max |sum_x w_xv - 1| over voxels: the three territories partition VT exactly once"
"subj5","whole_vt_total: face-house",92.7655129073547,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj5","native_region_ledger_sum: face-house",92.7655129073546,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj5","whole_vt_total: animate-inanimate",46.1502279359043,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj5","native_region_ledger_sum: animate-inanimate",46.1502279359044,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj5","region_ledger_vs_whole_vt",8.5265128291212e-14,1e-10,TRUE,"max over queries of sum_x region_x - whole_VT_total: the tie back to 09"
"subj5","transport_budget_preservation",1.53962995967633e-16,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"subj5","transport_executor_agreement",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response for it|. Exact by construction (both sides query before transporting), so it pins the executor's plumbing and is NOT the commutation claim; that is commutation_claim3"
"subj5","density_nonconservation_relative",0.986220345275946,NA,NA,"max relative gap between the density column sum and the native total. Arithmetic, not a law: dividing each column by its territory size misses the total by about 1 - 1/(mean territory size). Recorded because contract 1.3 says a density conserves nothing"
"subj5","transport_node_sum_plus_sink",7.105427357601e-15,1e-12,TRUE,"max over queries of sum over group nodes and sink minus the transported total"
"subj5","transport_sink_budget",0,1e-12,TRUE,"sink budget in budget units; exactly zero because the region map has full coverage"
"subj5","transport_sink_territory",0,1e-12,TRUE,"unmapped native territory, a property of P alone (contract 7.5); zero at region level"
"subj5","subject_transported_value: face-territory: face-house",23.8978075413778,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","subject_transported_value: house-territory: face-house",43.7316332784763,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","subject_transported_value: other-VT: face-house",25.1360720875004,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","subject_transported_value: face-territory: animate-inanimate",19.9142869714749,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","subject_transported_value: house-territory: animate-inanimate",4.26583426443807,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj5","subject_transported_value: other-VT: animate-inanimate",21.9701066999915,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","vt_voxels_analyzed",348,NA,NA,"domain features: mask4_vt voxels that vary in every run (09's domain)"
"subj6","native_region_voxels: face-territory",38,NA,NA,"voxels in this subject's face-territory; a native node exists only when this is > 0"
"subj6","native_region_voxels: house-territory",115,NA,NA,"voxels in this subject's house-territory; a native node exists only when this is > 0"
"subj6","native_region_voxels: other-VT",195,NA,NA,"voxels in this subject's other-VT; a native node exists only when this is > 0"
"subj6","native_nodes",3,NA,NA,"region rows in the conservative frame = rows of this subject's transport"
"subj6","roi_overlap_voxels",0,NA,NA,"voxels in both mask8_face_vt and mask8_house_vt; assigned to face-territory (09's convention)"
"subj6","n_runs",12,NA,NA,"runs contributing a full eight-condition mean matrix"
"subj6","n_run_pairs",66,NA,NA,"unordered run pairs the crossvalidated estimate averages over, choose(runs, 2)"
"subj6","frame_column_mass_max_deviation",0,1e-10,TRUE,"max |sum_x w_xv - 1| over voxels: the three territories partition VT exactly once"
"subj6","whole_vt_total: face-house",223.630104996738,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj6","native_region_ledger_sum: face-house",223.630104996738,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj6","whole_vt_total: animate-inanimate",43.7919401137039,NA,NA,"the budget: contrast total over whole VT under whole_brain(""none"")"
"subj6","native_region_ledger_sum: animate-inanimate",43.7919401137039,NA,NA,"sum over the subject's three territory nodes, before transport"
"subj6","region_ledger_vs_whole_vt",1.4210854715202e-13,1e-10,TRUE,"max over queries of sum_x region_x - whole_VT_total: the tie back to 09"
"subj6","transport_budget_preservation",0,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"subj6","transport_executor_agreement",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response for it|. Exact by construction (both sides query before transporting), so it pins the executor's plumbing and is NOT the commutation claim; that is commutation_claim3"
"subj6","density_nonconservation_relative",0.990341303108939,NA,NA,"max relative gap between the density column sum and the native total. Arithmetic, not a law: dividing each column by its territory size misses the total by about 1 - 1/(mean territory size). Recorded because contract 1.3 says a density conserves nothing"
"subj6","transport_node_sum_plus_sink",0,1e-12,TRUE,"max over queries of sum over group nodes and sink minus the transported total"
"subj6","transport_sink_budget",0,1e-12,TRUE,"sink budget in budget units; exactly zero because the region map has full coverage"
"subj6","transport_sink_territory",0,1e-12,TRUE,"unmapped native territory, a property of P alone (contract 7.5); zero at region level"
"subj6","subject_transported_value: face-territory: face-house",16.8231642047971,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","subject_transported_value: house-territory: face-house",184.084621201983,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","subject_transported_value: other-VT: face-house",22.7223195899577,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","subject_transported_value: face-territory: animate-inanimate",12.509614780337,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","subject_transported_value: house-territory: animate-inanimate",16.2627911944443,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"subj6","subject_transported_value: other-VT: animate-inanimate",15.0195341389226,NA,NA,"this subject's carried territory ledger at that group node; the group fit's response"
"group","n_subjects",6,NA,NA,"participants in the population plan"
"group","n_group_nodes",3,NA,NA,"group ROI nodes, sink excluded"
"group","residual_df",5,NA,NA,"N - rank(X) for the group model ~ 1"
"group","budget_preservation_worst",1.53962995967633e-16,1e-12,TRUE,"the fit's own certificate over every participant, scale ""relative_to_ledger_l1_norm"""
"group","commutation_claim3",7.105427357601e-15,1e-12,TRUE,"THE acceptance. |query-then-transport - transport-then-query| at the group nodes: estimate_population() contracts face-house into one packed operator and transports one number per node; materialize_population() transports all 36 packed coordinates and rdm() contracts the (face,house) edge afterwards (contract claim 3)"
"group","commutation_claim3_density",4.44089209850063e-16,1e-12,TRUE,"the same order reversal under density semantics: a declared row-mass ratio is still a fixed linear map, so commutation survives it (contract 1.3, consequence 1)"
"group","executor_agreement_worst",0,1e-12,TRUE,"worst executor-plumbing deviation over participants; exact by construction, not a commutation result"
"group","budget_argmax_matches_density_argmax",1,NA,NA,"1 if budget and density rank the same group node first for face-house; the two semantics are two estimands and need not agree (contract 1.3, 1.5)"
"group","sum_over_nodes_identity",5.6843418860808e-14,1e-12,TRUE,"sum over group nodes and sink of contribution() minus the group coefficient of the summed response (E6)"
"group","sum_over_nodes_without_sink",5.6843418860808e-14,1e-12,TRUE,"the same sum with the sink row deleted. It passes HERE only because the region map has full coverage and the sink is exactly empty; on a transport that loses territory this is where the loss shows up, which is why the sink is a row and not an option (contract 1.1)"
"group","ledger_identity_coherent_plus_configuration",7.105427357601e-15,1e-12,TRUE,"native_coherent_ledger + native_configuration_ledger - transported_total (contract 8.1). A ROUNDING identity that cannot fail: configuration is computed as total - coherent before transport, so an error in coherent is absorbed by configuration. Recorded because 8.1 requires the statement, not as evidence about the decomposition"
"group","budget_agrees_with_script_09",3.69482222595252e-13,1e-10,TRUE,"max |this script's whole-VT face-house budget - the value committed in six-subject-conservative-receipts.csv|, over the shared subjects: two scripts, two frames, one budget"
"group","group_contrast: face-territory: face-house",10.9005527428684,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: face-territory: face-house",4.03718344941215,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: face-territory: face-house",2.70003899487293,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: face-territory: face-house",0.522642300677987,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: face-territory: face-house",21.2784631850589,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","native_coherent_ledger: face-territory: face-house",10.3921758255565,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: face-territory: face-house",0.508376917311942,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: face-territory: face-house",0.43100138298686,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: face-territory: face-house",0.0632100465434105,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: face-territory: face-house",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_contrast: house-territory: face-house",117.087182440085,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: house-territory: face-house",27.7427139302947,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: house-territory: face-house",4.22046605585431,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: house-territory: face-house",45.7722659396152,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: house-territory: face-house",188.402098940555,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","native_coherent_ledger: house-territory: face-house",102.433340648153,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: house-territory: face-house",14.6538417919319,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: house-territory: face-house",1.04749210924901,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: house-territory: face-house",0.167005584561068,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: house-territory: face-house",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_contrast: other-VT: face-house",49.7201517186161,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: other-VT: face-house",10.7514299774894,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: other-VT: face-house",4.62451523404018,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: other-VT: face-house",22.082721111366,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: other-VT: face-house",77.3575823258662,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","native_coherent_ledger: other-VT: face-house",12.2842535230937,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: other-VT: face-house",37.4358981955225,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: other-VT: face-house",0.14672116851242,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: other-VT: face-house",0.0199757601371196,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: other-VT: face-house",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_ledger_over_vt: face-house",177.70788690157,NA,NA,"contribution() over all three group nodes: the group ledger for whole VT"
"group","group_contrast: face-territory: animate-inanimate",7.94169392381189,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: face-territory: animate-inanimate",3.00735923912814,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: face-territory: animate-inanimate",2.64075332952716,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: face-territory: animate-inanimate",0.21103089047606,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: face-territory: animate-inanimate",15.6723569571477,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","native_coherent_ledger: face-territory: animate-inanimate",7.51506151005103,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: face-territory: animate-inanimate",0.426632413760863,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: face-territory: animate-inanimate",0.323970641403082,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: face-territory: animate-inanimate",0.0397066438278319,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: face-territory: animate-inanimate",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_contrast: house-territory: animate-inanimate",12.6870331019612,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: house-territory: animate-inanimate",4.20986848258018,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: house-territory: animate-inanimate",3.01364119911545,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: house-territory: animate-inanimate",1.86522165022283,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: house-territory: animate-inanimate",23.5088445536997,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
